id,title,original_title,production_countries,overview,release_date,original_language,genres,runtime,budget,revenue,cast,vote_average,director,keywords,main_country,overview_tokens,overview_lemmas,overview_lemmatized,keywords_tfidf,topic_id
67974,Blood Mania,Blood Mania,['United States of America'],Sin descripción disponible.,1970-10-28,en,['Terror'],88,0,0,"['Peter Carpenter', 'Maria De Aragon', 'Vicki Peters']",3.737,Robert Vincent O'Neil,[],United States of America,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
5722,El valle de los placeres,Beyond the Valley of the Dolls,['United States of America'],"La historia sobre los problemas y ventajas de un trio femenino de rock para conseguir un lugar en el panorama de finales de los sesenta... En su primera película para un gran estudio, Meyer simplemente hizo lo que había venido ofreciendo durante años (esto es: chicas neumáticas, diálogos delirantes e incorrectos -escritos por el famoso crítico de cine americano Roger Ebert-, además de sexo y drogas por doquier) pero a lo grande. Así consiguió, pese a su clasificación X, uno de sus mayores éxitos.",1970-07-17,en,"['Comedia', 'Drama', 'Música']",109,2090000,9000000,"['Dolly Read', 'Cynthia Myers', 'Marcia McBroom']",6.169,Russ Meyer,"['pop star', 'pop', 'musical', 'sexploitation', 'rock band', 'inheritance fight', 'all girl band', 'psychotronic', 'sexual liberation', 'socialite party', 'independent film', 'women in music']",United States of America,"['historia', 'problemas', 'ventajas', 'trio', 'femenino', 'rock', 'conseguir', 'lugar', 'panorama', 'finales', 'sesenta', 'primera', 'película', 'gran', 'estudio', 'meyer', 'simplemente', 'hizo', 'venido', 'ofreciendo', 'años', 'chicas', 'neumáticas', 'diálogos', 'delirantes', 'incorrectos', 'escritos', 'famoso', 'crítico', 'cine', 'americano', 'roger', 'ebert', 'además', 'sexo', 'drogas', 'doquier', 'grande', 'así', 'consiguió', 'pese', 'clasificación', 'mayores', 'éxitos']","['historia', 'problema', 'ventaja', 'trio', 'femenino', 'rock', 'conseguir', 'lugar', 'panorama', 'final', 'sesenta', 'primero', 'película', 'gran', 'estudio', 'meyer', 'simplemente', 'hacer', 'venido', 'ofrecer', 'año', 'chica', 'neumática', 'diálogo', 'delirante', 'incorrecto', 'escrito', 'famoso', 'crítico', 'cine', 'americano', 'roger', 'ebert', 'además', 'sexo', 'drogar', 'doquier', 'grande', 'así', 'conseguir', 'pese', 'clasificación', 'mayor', 'éxito']",historia problema ventaja trio femenino rock conseguir lugar panorama final sesenta primero película gran estudio meyer simplemente hacer venido ofrecer año chica neumática diálogo delirante incorrecto escrito famoso crítico cine americano roger ebert además sexo drogar doquier grande así conseguir pese clasificación mayor éxito,"['conseguir', 'pese', 'estudio', 'sexo', 'rock']",7
23330,La balada de Cable Hogue,The Ballad of Cable Hogue,['United States of America'],"El explorador Cable Hogue es abandonado en medio del desierto por sus crueles compañeros Taggart y Bowen, que le arrebatan la montura, el rifle y las provisiones. Después de caminar bajo un sol implacable durante cuatro días, cuando ya está al borde del colapso, nota que sus botas están húmedas...",1970-03-18,en,"['Comedia', 'Western', 'Acción']",121,3716946,5000000,"['Jason Robards', 'Stella Stevens', 'Slim Pickens']",7.0,Sam Peckinpah,"['prostitute', 'homeless person', 'desert', 'stagecoach', 'prospector', 'reverend', 'way station', 'rattlesnake']",United States of America,"['explorador', 'cable', 'hogue', 'abandonado', 'medio', 'desierto', 'crueles', 'compañeros', 'taggart', 'bowen', 'arrebatan', 'montura', 'rifle', 'provisiones', 'después', 'caminar', 'bajo', 'sol', 'implacable', 'cuatro', 'días', 'borde', 'colapso', 'nota', 'botas', 'húmedas']","['explorador', 'cable', 'hogar', 'abandonado', 'medio', 'desierto', 'cruel', 'compañero', 'taggart', 'bowen', 'arrebatar', 'montura', 'rifle', 'provisión', 'después', 'caminar', 'bajo', 'sol', 'implacable', 'cuatro', 'día', 'borde', 'colapso', 'nota', 'bota', 'húmedo']",explorador cable hogar abandonado medio desierto cruel compañero taggart bowen arrebatar montura rifle provisión después caminar bajo sol implacable cuatro día borde colapso nota bota húmedo,"['explorador', 'borde', 'cruel', 'abandonado', 'desierto']",8
41051,Permissive,Permissive,['United Kingdom'],Sin descripción disponible.,1970-05-17,en,['Drama'],90,0,0,"['Maggie Stride', 'Gilbert Wynne', 'Gay Singleton']",4.5,Lindsay Shonteff,"['exploitation', 'groupie', 'rock music']",United Kingdom,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
26617,Mi vida es mi vida,Five Easy Pieces,['United States of America'],"Robert Dupea, que fue un niño prodigio como pianista, trabaja en unas explotaciones petrolíferas. Cuando vuelve a ver a su hermana, convertida en una famosa pianista, decide volver a sus orígenes y al camino que abandonó.",1970-09-12,en,['Drama'],90,0,18099091,"['Jack Nicholson', 'Karen Black', 'Susan Anspach']",7.129,Bob Rafelson,"['musician', 'diner', 'road trip', 'hitchhiker', 'drifter', 'class differences', 'washington state', 'oil field', 'rebelliousness']",United States of America,"['robert', 'dupea', 'niño', 'prodigio', 'pianista', 'trabaja', 'unas', 'explotaciones', 'petrolíferas', 'vuelve', 'ver', 'hermana', 'convertida', 'famosa', 'pianista', 'decide', 'volver', 'orígenes', 'camino', 'abandonó']","['robert', 'dupea', 'niño', 'prodigio', 'pianista', 'trabajar', 'uno', 'explotación', 'petrolífero', 'volver', 'ver', 'hermana', 'convertido', 'famoso', 'pianista', 'decidir', 'volver', 'origen', 'camino', 'abandonar']",robert dupea niño prodigio pianista trabajar uno explotación petrolífero volver ver hermana convertido famoso pianista decidir volver origen camino abandonar,"['volver', 'prodigio', 'origen', 'convertido', 'abandonar']",0
87335,Concierto para pistola solista,Concerto per pistola solista,['Italy'],"Unos familiares se congregan en una hacienda británica para la lectura de un testamento, sólo para ser liquidados, uno por uno.",1970-10-15,it,"['Misterio', 'Suspense', 'Crimen']",98,0,0,"['Anna Moffo', 'Ida Galli', 'Gastone Moschin']",6.0,Michele Lupo,"['slasher', 'giallo spoof']",Italy,"['familiares', 'congregan', 'hacienda', 'británica', 'lectura', 'testamento', 'sólo', 'ser', 'liquidados']","['familiar', 'congregar', 'hacienda', 'británico', 'lectura', 'testamento', 'sólo', 'ser', 'liquidar']",familiar congregar hacienda británico lectura testamento sólo ser liquidar,"['familiar', 'británico', 'sólo', 'ser']",8
41541,五虎屠龍,五虎屠龍,['Hong Kong'],Sin descripción disponible.,1970-03-26,zh,['Acción'],109,0,0,"['Cheng Pei-Pei', 'Lo Lieh', 'Chang Yi']",6.5,Lo Wei,"['kung fu', 'sibling relationship', 'sword fight', 'revenge', 'female martial artist', 'kung fu master']",Hong Kong,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
12127,Pippi en la Isla de Taka-Tuka,Pippi Långstrump på de sju haven,"['Germany', 'Sweden']","Película que continuaba la historia de la popular serie Pippi Calzaslargas. En esta ocasión, la joven pelirroja se adentraba con sus amigos mar adentro en la búsqueda del padre de Pippi, capitán de un barco de piratas.  ""-En Ciertos países de Europa, esta película se emitió como parte de la serie original, dividida en 4 capítulos, concretamente los capítulos; 14, 15, 16 y 17.""  ""-Esta película se puede conocer como:  Pippi en los mares del sur, Pippi en los siete mares o Pippi en la isla de Taka-Tuka""",1970-01-24,sv,"['Aventura', 'Familia']",86,0,0,"['Inger Nilsson', 'Pär Sundberg', 'Maria Persson']",6.941,Olle Hellbom,"['friendship', 'kidnapping', 'south seas', 'sweden', 'horse', 'platonic love', 'rescue mission', 'pirate gang', 'best friend', 'pirate', ""based on children's book"", 'monkey', 'kids in peril', 'sea adventure', ""children's adventure""]",Germany,"['película', 'continuaba', 'historia', 'popular', 'serie', 'pippi', 'calzaslargas', 'ocasión', 'joven', 'pelirroja', 'adentraba', 'amigos', 'mar', 'adentro', 'búsqueda', 'padre', 'pippi', 'capitán', 'barco', 'piratas', 'ciertos', 'países', 'europa', 'película', 'emitió', 'parte', 'serie', 'original', 'dividida', 'capítulos', 'concretamente', 'capítulos', 'película', 'puede', 'conocer', 'pippi', 'mares', 'sur', 'pippi', 'siete', 'mares', 'pippi', 'isla', 'taka', 'tuka']","['película', 'continuar', 'historia', 'popular', 'serie', 'pippi', 'calzaslarga', 'ocasión', 'joven', 'pelirrojo', 'adentrar', 'amigo', 'mar', 'adentro', 'búsqueda', 'padre', 'pippi', 'capitán', 'barco', 'pirata', 'cierto', 'país', 'europa', 'película', 'emitir', 'parte', 'serie', 'original', 'dividido', 'capítulo', 'concretamente', 'capítulo', 'película', 'poder', 'conocer', 'pippi', 'mares', 'sur', 'pippi', 'siete', 'mar', 'pippi', 'isla', 'taka', 'tuka']",película continuar historia popular serie pippi calzaslarga ocasión joven pelirrojo adentrar amigo mar adentro búsqueda padre pippi capitán barco pirata cierto país europa película emitir parte serie original dividido capítulo concretamente capítulo película poder conocer pippi mares sur pippi siete mar pippi isla taka tuka,"['película', 'mar', 'serie', 'barco', 'original']",7
36179,El hombre orquesta,L'Homme orchestre,['France'],"Evans Evans, es director de danza, con su grupo de bailarinas es muy estricto en cuanto al nivel profesional o a su peso, pero sobre todo respecto a los hombres, no los permite cerca ni que ninguna tenga relaciones sentimentales. Cuando una decide casarse, la despide. Y no dudará en utilizar todas sus artimañas cuando otra planea casarse.. Pero el gran problema llegará cuando la gira llegue a Roma, donde una de las chicas tuvo un bebé, al que dejó al cuidado de un ama, pero ésta se tiene que ir y la chica ha de buscarle una nueva.",1970-09-18,fr,"['Comedia', 'Música']",85,0,0,"['Louis de Funès', 'Olivier de Funès', 'Noëlle Adam']",6.053,Serge Korber,"['baby', 'rome, italy', 'pop', 'ballet dancer', 'french riviera', 'monaco', 'single mother', 'choreographer', 'teacher student relationship', 'discipline', '1960s', 'musical troupe', 'dancers']",France,"['evans', 'evans', 'director', 'danza', 'grupo', 'bailarinas', 'estricto', 'cuanto', 'nivel', 'profesional', 'peso', 'respecto', 'hombres', 'permite', 'cerca', 'ninguna', 'relaciones', 'sentimentales', 'decide', 'casarse', 'despide', 'dudará', 'utilizar', 'todas', 'artimañas', 'planea', 'casarse', 'gran', 'problema', 'llegará', 'gira', 'llegue', 'roma', 'chicas', 'bebé', 'dejó', 'cuidado', 'ama', 'ésta', 'chica', 'buscarle', 'nueva']","['evan', 'evans', 'director', 'danza', 'grupo', 'bailarina', 'estricto', 'cuanto', 'nivel', 'profesional', 'peso', 'respecto', 'hombre', 'permitir', 'cerca', 'ninguno', 'relación', 'sentimental', 'decidir', 'despide', 'dudar', 'utilizar', 'todo', 'artimaña', 'planear', 'gran', 'problema', 'llegar', 'gira', 'llegar', 'roma', 'chica', 'bebé', 'dejar', 'cuidado', 'amar', 'este', 'chico', 'nuevo']",evan evans director danza grupo bailarina estricto cuanto nivel profesional peso respecto hombre permitir cerca ninguno relación sentimental decidir despide dudar utilizar todo artimaña planear gran problema llegar gira llegar roma chica bebé dejar cuidado amar este chico nuevo,"['llegar', 'bebé', 'gira', 'cuidado', 'nivel']",3
115018,Vampire Doll,幽霊屋敷の恐怖 血を吸う人形,['Japan'],Un médico investiga los asesinatos de varias mujeres en una localidad lacunífera. Su investigación le aporta evidencias sobre que hay un vampiro que es responsable por las muertes.,1970-07-04,ja,"['Terror', 'Misterio']",71,0,0,"['Kayo Matsuo', 'Akira Nakao', 'Atsuo Nakamura']",6.909,Michio Yamamoto,['vampire'],Japan,"['médico', 'investiga', 'asesinatos', 'varias', 'mujeres', 'localidad', 'lacunífera', 'investigación', 'aporta', 'evidencias', 'vampiro', 'responsable', 'muertes']","['médico', 'investigar', 'asesinato', 'varios', 'mujer', 'localidad', 'lacunífera', 'investigación', 'aportar', 'evidencia', 'vampiro', 'responsable', 'muerte']",médico investigar asesinato varios mujer localidad lacunífera investigación aportar evidencia vampiro responsable muerte,"['responsable', 'vampiro', 'médico', 'investigación', 'varios']",0
1627,El pequeño salvaje,L'Enfant sauvage,['France'],Película basada en hechos reales acontecidos a finales del siglo XVIII. Narra el proceso de educación de un niño que creció aislado en el bosque sin contacto alguno ni con los hombres ni con la civilización. Una de las películas más celebradas de Truffaut.,1970-02-26,fr,"['Drama', 'Historia']",85,0,0,"['Jean-Pierre Cargol', 'François Truffaut', 'Françoise Seigner']",7.1,François Truffaut,"['experiment', 'southern france', 'feral child', 'punishment', 'doctor', 'based on memoir or autobiography', 'reward', 'tantrum', 'wild child', '18th century', 'sign languages']",France,"['película', 'basada', 'hechos', 'reales', 'acontecidos', 'finales', 'siglo', 'xviii', 'narra', 'proceso', 'educación', 'niño', 'creció', 'aislado', 'bosque', 'contacto', 'alguno', 'hombres', 'civilización', 'películas', 'celebradas', 'truffaut']","['película', 'basado', 'hecho', 'real', 'acontecido', 'final', 'siglo', 'xviii', 'narrar', 'proceso', 'educación', 'niño', 'crecer', 'aislado', 'bosque', 'contacto', 'alguno', 'hombre', 'civilización', 'película', 'celebrado', 'truffaut']",película basado hecho real acontecido final siglo xviii narrar proceso educación niño crecer aislado bosque contacto alguno hombre civilización película celebrado truffaut,"['película', 'alguno', 'crecer', 'contacto', 'bosque']",5
1863,Los girasoles,I girasoli,"['France', 'Italy', 'Soviet Union', 'United States of America']","Giovanna se ha casado con Antonio doce días antes del estallido de la Segunda Guerra Mundial (1939-1945). Él no quiere ir al frente y simula estar loco, pero la farsa acaba siendo descubierta.",1970-03-14,it,"['Drama', 'Bélica']",101,0,0,"['Sophia Loren', 'Marcello Mastroianni', 'Ludmila Savelyeva']",7.524,Vittorio De Sica,"['new love', 'world war ii', 'honeymoon', 'love letter', 'soldier']",France,"['giovanna', 'casado', 'antonio', 'doce', 'días', 'estallido', 'segunda', 'guerra', 'mundial', 'quiere', 'frente', 'simula', 'loco', 'farsa', 'acaba', 'siendo', 'descubierta']","['giovanna', 'casado', 'antonio', 'doce', 'día', 'estallido', 'segundo', 'guerra', 'mundial', 'querer', 'frente', 'simular', 'loco', 'farso', 'acabar', 'ser', 'descubiertar']",giovanna casado antonio doce día estallido segundo guerra mundial querer frente simular loco farso acabar ser descubiertar,"['loco', 'doce', 'frente', 'casado', 'mundial']",2
5620,El conde Drácula,"Nachts, wenn Dracula erwacht","['Germany', 'Italy', 'Spain', 'United Kingdom']","Jonathan Harker llega al castillo del conde Drácula y al poco se da cuenta que su anfitrión no es un ser de este mundo, sino que es un atroz vampiro.",1970-04-03,en,['Terror'],98,0,0,"['Christopher Lee', 'Klaus Kinski', 'Herbert Lom']",5.8,Jesús Franco,"['transylvania', 'vampire', 'gothic horror', 'madness', 'van helsing', 'dracula']",Germany,"['jonathan', 'harker', 'llega', 'castillo', 'conde', 'drácula', 'cuenta', 'anfitrión', 'ser', 'mundo', 'sino', 'atroz', 'vampiro']","['jonathaber', 'harker', 'llegar', 'castillo', 'conde', 'drácular', 'contar', 'anfitrión', 'ser', 'mundo', 'sino', 'atroz', 'vampiro']",jonathaber harker llegar castillo conde drácular contar anfitrión ser mundo sino atroz vampiro,"['vampiro', 'castillo', 'sino', 'contar', 'llegar']",9
65891,Terror en Dunwich,The Dunwich Horror,['United States of America'],"Wilbur Whateley, un misterioso joven de Dunwich, se presenta al doctor Armitage para que le deje echar un vistazo al Necronomicón, un valioso libro que se cree que es la puerta hacia otra dimensión. Wilbur ejerce un influjo muy poderoso sobre Nancy, una amiga del doctor, a la que invita a su casa. Le cuenta que su bisabuelo creía en ritos para invocar a seres más poderosos que los humanos, de un estado anterior, y que fue colgado en la plaza del pueblo por ello. El doctor Armitage desconfía de Wilbur y de lo que pueda hacerle a Nancy y comienza a investigar por su cuenta.",1970-01-14,en,['Terror'],84,0,446400,"['Sandra Dee', 'Dean Stockwell', 'Ed Begley']",5.36,Daniel Haller,['monster'],United States of America,"['wilbur', 'whateley', 'misterioso', 'joven', 'dunwich', 'presenta', 'doctor', 'armitage', 'deje', 'echar', 'vistazo', 'necronomicón', 'valioso', 'libro', 'cree', 'puerta', 'hacia', 'dimensión', 'wilbur', 'ejerce', 'influjo', 'poderoso', 'nancy', 'amiga', 'doctor', 'invita', 'casa', 'cuenta', 'bisabuelo', 'creía', 'ritos', 'invocar', 'seres', 'poderosos', 'humanos', 'anterior', 'colgado', 'plaza', 'pueblo', 'ello', 'doctor', 'armitage', 'desconfía', 'wilbur', 'pueda', 'hacerle', 'nancy', 'comienza', 'investigar', 'cuenta']","['wilbur', 'whateley', 'misterioso', 'joven', 'dunwich', 'presentar', 'doctor', 'armitage', 'dejar', 'echar', 'vistazo', 'necronomicón', 'valioso', 'libro', 'creer', 'puerta', 'hacia', 'dimensión', 'wilbur', 'ejercer', 'influjo', 'poderoso', 'nancy', 'amiga', 'doctor', 'invitar', 'casa', 'contar', 'bisabuelo', 'creer', 'rito', 'invocar', 'ser', 'poderoso', 'humano', 'anterior', 'colgado', 'plazar', 'pueblo', 'doctor', 'armitage', 'desconfía', 'wilbur', 'poder', 'nancy', 'comenzar', 'investigar', 'cuenta']",wilbur whateley misterioso joven dunwich presentar doctor armitage dejar echar vistazo necronomicón valioso libro creer puerta hacia dimensión wilbur ejercer influjo poderoso nancy amiga doctor invitar casa contar bisabuelo creer rito invocar ser poderoso humano anterior colgado plazar pueblo doctor armitage desconfía wilbur poder nancy comenzar investigar cuenta,"['doctor', 'poderoso', 'creer', 'anterior', 'presentar']",7
28476,La caseta mágica,The Phantom Tollbooth,['United States of America'],"Historia de un niño que recibe un regalo mientras habla por teléfono y, al abrirlo, descubre un carrito rojo y una caseta de cobro por la cual pasa... entrando así en un mundo fantástico con aldeas de números y letras.",1970-11-07,en,"['Fantasía', 'Animación', 'Aventura']",90,0,0,"['Butch Patrick', 'Mel Blanc', 'Daws Butler']",6.8,Dave Monahan,"['toy car', 'toll booth']",United States of America,"['historia', 'niño', 'recibe', 'regalo', 'mientras', 'habla', 'teléfono', 'abrirlo', 'descubre', 'carrito', 'rojo', 'caseta', 'cobro', 'pasa', 'entrando', 'así', 'mundo', 'fantástico', 'aldeas', 'números', 'letras']","['historia', 'niño', 'recibir', 'regalo', 'mientras', 'hablar', 'teléfono', 'descubrir', 'carrito', 'rojo', 'caseto', 'cobro', 'pasar', 'entrar', 'así', 'mundo', 'fantástico', 'aldea', 'número', 'letra']",historia niño recibir regalo mientras hablar teléfono descubrir carrito rojo caseto cobro pasar entrar así mundo fantástico aldea número letra,"['fantástico', 'número', 'rojo', 'hablar', 'entrar']",5
38221,"Gezora, Ganime, Kameba: Batalla decisiva",ゲゾラ・ガニメ・カメーバ 決戦!南海の大怪獣,['Japan'],"Una plaga alienígena es liberada sobre una isla del Pacífico por una capsula espacial que se estrella y crea monstruos fuera de lo normal: Gezora, un calamar gigante; Gamine, un cangrejo terrible y Kameba, una descomunal tortuga. Luchando entre ellos destrozan toda la isla",1970-08-01,ja,"['Ciencia ficción', 'Aventura', 'Terror']",87,0,0,"['Akira Kubo', 'Yukiko Kobayashi', 'Atsuko Takahashi']",6.36,Ishirō Honda,"['spacecraft', 'island', 'monster', 'giant monster', 'satellite', 'tropical island', 'kaiju', 'space monster', 'giant  squid', 'giant crab', 'monster island', 'native village', 'space probe', 'tokusatsu']",Japan,"['plaga', 'alienígena', 'liberada', 'isla', 'pacífico', 'capsula', 'espacial', 'estrella', 'crea', 'monstruos', 'normal', 'gezora', 'calamar', 'gigante', 'gamine', 'cangrejo', 'terrible', 'kameba', 'descomunal', 'tortuga', 'luchando', 'destrozan', 'toda', 'isla']","['plagar', 'alienígena', 'liberado', 'isla', 'pacífico', 'capsular', 'espacial', 'estrella', 'creer', 'monstruo', 'normal', 'gezoro', 'calamar', 'gigante', 'gamine', 'cangrejo', 'terrible', 'kameba', 'descomunal', 'tortugar', 'luchar', 'destrozar', 'todo', 'isla']",plagar alienígena liberado isla pacífico capsular espacial estrella creer monstruo normal gezoro calamar gigante gamine cangrejo terrible kameba descomunal tortugar luchar destrozar todo isla,"['isla', 'pacífico', 'alienígena', 'gigante', 'espacial']",9
31672,Ciudad violenta,Città violenta,"['France', 'Italy']","Tras haber sido tiroteado, herido y encarcelado, Jeff decide ira a Nueva Orleans para buscar el hombre que le disparó y a su novia, que lo ha traicionado. Empieza así, un largo camino hacia la venganza, contra el que intentó asesinarlo, contra un capo de la mafia que le hace chantaje para que entre en su organización, contra todos aquellos que, de una u otra forma, lo han traicionado... incluida su novia?",1970-09-17,it,"['Acción', 'Crimen', 'Suspense']",100,0,0,"['Charles Bronson', 'Telly Savalas', 'Jill Ireland']",6.0,Sergio Sollima,"['hitman', 'revenge', 'double crossed', 'double cross']",France,"['tras', 'haber', 'sido', 'tiroteado', 'herido', 'encarcelado', 'jeff', 'decide', 'ira', 'nueva', 'orleans', 'buscar', 'hombre', 'disparó', 'novia', 'traicionado', 'empieza', 'así', 'largo', 'camino', 'hacia', 'venganza', 'intentó', 'asesinarlo', 'capo', 'mafia', 'hace', 'chantaje', 'organización', 'aquellos', 'forma', 'traicionado', 'incluida', 'novia']","['tras', 'haber', 'ser', 'tirotear', 'herido', 'encarcelado', 'jeff', 'decidir', 'ira', 'nuevo', 'orleans', 'buscar', 'hombre', 'disparar', 'novia', 'traicionado', 'empezar', 'así', 'largo', 'camino', 'hacia', 'venganza', 'intentar', 'capo', 'mafia', 'hacer', 'chantaje', 'organización', 'aquel', 'forma', 'traicionado', 'incluido', 'novia']",tras haber ser tirotear herido encarcelado jeff decidir ira nuevo orleans buscar hombre disparar novia traicionado empezar así largo camino hacia venganza intentar capo mafia hacer chantaje organización aquel forma traicionado incluido novia,"['novia', 'encarcelado', 'disparar', 'jeff', 'capo']",7
77882,The Rise and Rise of Michael Rimmer,The Rise and Rise of Michael Rimmer,['United Kingdom'],Sin descripción disponible.,1970-11-12,en,"['Comedia', 'Drama']",94,0,0,"['Peter Cook', 'Denholm Elliott', 'Arthur Lowe']",6.0,Kevin Billington,['politics'],United Kingdom,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
42592,El asesinato de Julio César,Julius Caesar,['United Kingdom'],"Faltan cuatro años para que Julio Cesar derrote a Pompeyo en la batalla de Farsalia y sea elegido como el dueño de los destinos de la Republica. Estamos en el año 44 antes de Cristo, en Roma. Entre los particios romanos existe el sentimiento de que la dictadura de Cesar acabara en tirania y por ello preparan una conjura para deshacerse de este hombre: Un grupo de conspiradores encabezados por Casio y Casca consiguen que se les una Bruto y deciden acabar con la vida de Cesar.",1970-06-04,en,"['Bélica', 'Drama', 'Historia']",119,0,0,"['Charlton Heston', 'Jason Robards', 'John Gielgud']",5.665,Stuart Burge,"['assassination', 'betrayal']",United Kingdom,"['faltan', 'cuatro', 'años', 'julio', 'cesar', 'derrote', 'pompeyo', 'batalla', 'farsalia', 'elegido', 'dueño', 'destinos', 'republica', 'año', 'cristo', 'roma', 'particios', 'romanos', 'existe', 'sentimiento', 'dictadura', 'cesar', 'acabara', 'tirania', 'ello', 'preparan', 'conjura', 'deshacerse', 'hombre', 'grupo', 'conspiradores', 'encabezados', 'casio', 'casca', 'consiguen', 'bruto', 'deciden', 'acabar', 'vida', 'cesar']","['faltar', 'cuatro', 'año', 'julio', 'cesar', 'derrote', 'batalla', 'farsalio', 'elegido', 'dueño', 'destino', 'republico', 'año', 'cristo', 'romar', 'particio', 'romano', 'existir', 'sentimiento', 'dictadurar', 'cesar', 'acabar', 'tiranio', 'preparar', 'conjura', 'hombre', 'grupo', 'conspirador', 'encabezado', 'casio', 'casca', 'conseguir', 'bruto', 'decidir', 'acabar', 'vida', 'cesar']",faltar cuatro año julio cesar derrote batalla farsalio elegido dueño destino republico año cristo romar particio romano existir sentimiento dictadurar cesar acabar tiranio preparar conjura hombre grupo conspirador encabezado casio casca conseguir bruto decidir acabar vida cesar,"['acabar', 'año', 'elegido', 'julio', 'romar']",7
48408,Duelo de pillos,Dirty Dingus Magee,['United States of America'],"Cuando el bandido Dingus Magee llega a la población de Yerkey’s Hole, desencadena una serie de altercados. El encuentro con un viejo enemigo, provoca entre ambos un largo enfrentamiento cuyo objetivo es dominar el pueblo.",1970-11-18,en,"['Comedia', 'Western']",91,0,0,"['Frank Sinatra', 'George Kennedy', 'Anne Jackson']",4.7,Burt Kennedy,"['sheriff', 'bordello']",United States of America,"['bandido', 'dingus', 'magee', 'llega', 'población', 'yerkey', 'hole', 'desencadena', 'serie', 'altercados', 'encuentro', 'viejo', 'enemigo', 'provoca', 'ambos', 'largo', 'enfrentamiento', 'cuyo', 'objetivo', 'dominar', 'pueblo']","['bandido', 'dingus', 'magee', 'llegar', 'población', 'yerkey', 'hole', 'desencadenar', 'serie', 'altercado', 'encontrar', 'viejo', 'enemigo', 'provocar', 'ambos', 'largo', 'enfrentamiento', 'cuyo', 'objetivo', 'dominar', 'pueblo']",bandido dingus magee llegar población yerkey hole desencadenar serie altercado encontrar viejo enemigo provocar ambos largo enfrentamiento cuyo objetivo dominar pueblo,"['enfrentamiento', 'dominar', 'desencadenar', 'población', 'bandido']",8
62108,"Mumsy, Nanny, Sonny & Girly","Mumsy, Nanny, Sonny & Girly",['United Kingdom'],Un clan británico rico y sin escrúpulos secuestra a vagos y hippies y los obliga a participar en un elaborado juego de rol en el que deben jugar a la familia perfecta; los que se niegan o intentan escapar son asesinados en siniestros rituales.,1970-02-12,en,"['Comedia', 'Terror']",102,0,0,"['Michael Bryant', 'Ursula Howells', 'Pat Heywood']",6.1,Freddie Francis,"['exploitation', 'dark comedy', 'based on play or musical', 'murder', 'slasher', 'family']",United Kingdom,"['clan', 'británico', 'rico', 'escrúpulos', 'secuestra', 'vagos', 'hippies', 'obliga', 'participar', 'elaborado', 'juego', 'rol', 'deben', 'jugar', 'familia', 'perfecta', 'niegan', 'intentan', 'escapar', 'asesinados', 'siniestros', 'rituales']","['clar', 'británico', 'rico', 'escrúpulo', 'secuestrar', 'vago', 'hippi', 'obligar', 'participar', 'elaborado', 'juego', 'rol', 'deber', 'jugar', 'familia', 'perfecto', 'negar', 'intentar', 'escapar', 'asesinado', 'siniestro', 'ritual']",clar británico rico escrúpulo secuestrar vago hippi obligar participar elaborado juego rol deber jugar familia perfecto negar intentar escapar asesinado siniestro ritual,"['obligar', 'escrúpulo', 'ritual', 'secuestrar', 'perfecto']",0
258,Domicilio conyugal,Domicile conjugal,"['France', 'Italy']","Antoine y Christine son una pareja de recién casados. Mientras él se gana la vida vendiendo flores secas por las calles de París, su mujer imparte clases de violín. Pasa el tiempo y tienen un bebé, pero Antoine, que sigue siendo un hombre emocionalmente inestable e inmaduro, tiene una aventura extramatrimonial.",1970-09-09,fr,"['Comedia', 'Drama', 'Romance']",97,0,0,"['Jean-Pierre Léaud', 'Claude Jade', 'Daniel Ceccaldi']",7.124,François Truffaut,"['adultery', 'infidelity', 'paris, france', 'expensive restaurant', 'marriage crisis', 'job-hopping', 'brothel', '1970s', 'violin', 'music teacher', 'married couple', 'routine', ""neglect of one's spouse"", 'fetish', 'life planning', 'pregnancy', 'relationship', 'divorce', 'extramarital affair']",France,"['antoine', 'christine', 'pareja', 'recién', 'casados', 'mientras', 'gana', 'vida', 'vendiendo', 'flores', 'secas', 'calles', 'parís', 'mujer', 'imparte', 'clases', 'violín', 'pasa', 'tiempo', 'bebé', 'antoine', 'sigue', 'siendo', 'hombre', 'emocionalmente', 'inestable', 'inmaduro', 'aventura', 'extramatrimonial']","['antoine', 'christine', 'parejo', 'recién', 'casado', 'mientras', 'ganar', 'vida', 'vender', 'flor', 'seco', 'calle', 'parís', 'mujer', 'impartir', 'clase', 'violín', 'pasar', 'tiempo', 'bebé', 'antoine', 'seguir', 'ser', 'hombre', 'emocionalmente', 'inestable', 'inmaduro', 'aventura', 'extramatrimonial']",antoine christine parejo recién casado mientras ganar vida vender flor seco calle parís mujer impartir clase violín pasar tiempo bebé antoine seguir ser hombre emocionalmente inestable inmaduro aventura extramatrimonial,"['parís', 'parejo', 'bebé', 'vender', 'recién']",8
